Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;0,1,2,3,4,5,6,7,8,9,10,11,12
417173.0;7658098000118.0;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;;Administradora de Benefícios;AVENIDA PAULISTA;1.106;12º ANDAR - PARTE;BELA VISTA;São Paulo;SP;1310914.0;11.0;31914081.0;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE;1.0;2010-02-12;
419290.0;17698381000127.0;QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;QUALICORP;Administradora de Benefícios;AVENIDA PAULISTA;1.106;12º ANDAR -  PARTE;BELA VISTA;São Paulo;SP;1310914.0;11.0;31913876.0;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE ;2.0;2014-02-21;
417131.0;10456692000130.0;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;QUALIDONTO;Odontologia de Grupo;AV. TANCREDO NEVES;620;Salas 1805 e 1806;CAMINHO DAS ÁRVORES;Salvador;BA;41820020.0;71.0;32762562.0;;danilo@qualidonto.com.br;DANILO AUGUSTO SANTOS CASTRO;SOCIO ADMINISTRADOR;5.0;2009-11-25;
420999.0;27323544000140.0;QUALISAUDE ADMINISTRADORA DE BENEFÍCIOS S/A;QUALISAUDE;Administradora de Benefícios;RUA JOSÉ FRANCISCO DE SOUZA;148;2º ANDAR - SALA 202;ESPLANADA;Colatina;ES;29702640.0;27.0;21012847.0;;diretoria@qualisaudeadm.com.br;BERNARD DE CASTRO DALLA BERNARDINA;REPRESENTANTE LEGAL;3.0;2017-07-21;
421243.0;28400880000102.0;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;QUALITY ADMINISTRADORA;Administradora de Benefícios;RUA IVO PRADO;79;LOJA 107;CAMPO GRANDE;Rio de Janeiro;RJ;23080200.0;21.0;20708686.0;;victordallier@gmail.com;VICTOR GOMES DALLIER;SÓCIO ADMINISTRADOR;;2018-09-11;
418170.0;9433795000104.0;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;QUALLITY PRÓ SAÚDE;Medicina de Grupo;SRTVS QD 701 CONJUNTO L ;38;BLOCO 01, Nº 38, LOJAS 10 e 20, BLOCO 02;ASA SUL;Brasília;DF;70340906.0;;;30444408.0;dir.quallity@quallityprosaude.com.br;MISAEL ALVES DA SILVA;ADMINISTRADOR;4.0;2011-08-15;
419389.0;19679483000120.0;QV BENEFÍCIOS EM SAÚDE LTDA;QV BENEFÍCIOS;Administradora de Benefícios;RUA DO ROSÁRIO;1;SALA 601;CENTRO;Rio de Janeiro;RJ;20041003.0;21.0;22121000.0;;qvbeneficios@qvsaude.com.br;SERGIO SOUTELINHO DE AMORIM;ADMINISTRADOR;3.0;2014-05-05;
420271.0;25205234000104.0;R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA;FENIX MEDICAL;Medicina de Grupo;RUA PAULO ANTONIO DO NASCIMENTO;110;QD F - LOTE 08;JARDIM COLINA - PORTAL DA ;Sorocaba;SP;18047400.0;;;;assistenteadm@fenix.med.br;ADALTON MURARO DELANHESI;SÓCIO ADMINISTRADOR;6.0;2016-11-08;
418196.0;13785956000198.0;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;Administradora de Benefícios;RUA SETE DE ABRIL;97;11 ANDAR;REPÚBLICA;São Paulo;SP;1043000.0;;32188500.0;;caho8@hotmail.com;CAMILA ALEJANDRA HENRIQUEZ OYARCE;SÓCIA ADMINISTRADORA;;2011-09-13;
418862.0;68737857000122.0;RBS PARTICIPAÇÕES S/A;;Autogestão;AV. ÉRICO VERÍSSIMO;400;;MENINO DEUS;Porto Alegre;RS;90160180.0;51.0;32186234.0;;caf@gruporbs.com.br;DEISY BORGES DE OLIVEIRA;REPRESENTANTE LEGAL;;2013-05-16;
331317.0;34269803000168.0;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;;Autogestão;RUA MENA BARRETO;143;;BOTAFOGO;Rio de Janeiro;RJ;22271100.0;21.0;25286912.0;25286938.0;presidencia@frg.com.br;SÉRGIO WILSON FERRAZ FONTES;REPRESENTANTE LEGAL PERANTE A ANS;4.0;1999-01-05;
423513.0;42115166000101.0;REAL GRANDEZA SAÚDE;;Autogestão;RUA MENA BARRETO;143;ANDAR 8;BOTAFOGO;Rio de Janeiro;RJ;22271100.0;;;;rgs@frg.com.br;SÉRGIO WILSON FERRAZ FONTES;REPRESENTANTE LEGAL PERANTE A ANS;;2022-12-26;
418773.0;16757674000175.0;RENASCER ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA DAS AMERICAS;500;BLOCO 23 SALA 215;BARRA DA TIJUCA;Rio de Janeiro;RJ;22640100.0;21.0;35531692.0;;leonardo@unimedicasaude.com;LEANDRO DA SILVEIRA SANTOS;SÓCIO-ADMINISTRADOR;6.0;2013-01-11;
418692.0;13746922000194.0;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;RUA TREZE DE MAIO;527;SALA AB;CENTRO;Teresina;PI;64001150.0;86.0;30852160.0;32225809.0;resolveadm@resolveadministradora.com.br;SARA JAMES DA SILVA MENESES;SOCIA ADMINISTRADORA;3.0;2012-12-10;
422878.0;39870673000138.0;RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA;RG SAÚDE;Administradora de Benefícios;RUA OMAR CINTRA DAMIÃO ;355;;VILA DINIZ;São José do Rio Preto;SP;15013260.0;17.0;32238880.0;;ribeiroegoulart@gmail.com;TIAGO HENRIQUE GOULART;diretor;6.0;2021-07-09;
417149.0;3524677000117.0;RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA;;Odontologia de Grupo;RUA LUIZ DA CUNHA;736;;VILA TIBéRIO;Ribeirão Preto;SP;14050040.0;16.0;36258278.0;;parceriariberdente@hotmail.com;RONALDO DONISETTI DE OLIVEIRA;SóCIO PROPRIETáRIO - ADMINISTR;6.0;2009-11-25;
421359.0;29910807000143.0;RIO DOCE SAÚDE;RIO DOCE SAÚDE;Medicina de Grupo;Avenida Presidente Vargas;1198;;Centro;Linhares;ES;29900210.0;27.0;21031750.0;;assessoria@riodocesaude.com.br;DALZISO ANTONIO ARMANI;Presidente;5.0;2018-08-15;
415243.0;7154253000169.0;RODRIGUES LEIRA ODONTOLOGIA LTDA.;SERMED ODONTO;Odontologia de Grupo;RUA EPITÁCIO PESSOA;1.722;;CENTRO;Sertãozinho;SP;14160180.0;16.0;35111601.0;;joana.odonto@sermedsaude.com.br;ANTONIO CATRUNFO LEIRA;SOCIO DIRETOR;6.0;2005-08-03;
415821.0;67989434000137.0;ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.;ROPE;Odontologia de Grupo;RUA PEDRO DE TOLEDO;980;CJ.16;VILA CLEMENTINO;São Paulo;SP;4039020.0;11.0;55791829.0;55791829.0;ropeodontologia@terra.com.br;RONALDO PETITI JUNIOR;DIRETOR;4.0;2006-11-17;
324493.0;69259356000140.0;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE;Autogestão;RUA MAESTRO CARDIM;1191;8º ANDAR;PARAÍSO;São Paulo;SP;1323001.0;11.0;31463131.0;;spa.ans@spasaude.org.br;RICARDO DE OLIVEIRA GARCIA;SUPERINTENDENTE ;2.0;1998-12-17;
420981.0;27113113000150.0;S1 OPERADORA DE PLANO DE SAÚDE LTDA;S1 SAÚDE;Medicina de Grupo;SCS QUADRA 03 BLOCO A;107;1º AND SL. 101 ED. ANTONIA A. P. DE SOUS;ASA SUL;Brasília;DF;70303907.0;61.0;32215300.0;;Raquel@s1saude.com.br;RAQUEL SILVA ESPIRITO SANTO DE SOUSA;DIRETORA;4.0;2017-11-27;
418439.0;14452934000179.0;SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA CONSELHEIRO CRISPINIANO ;53;10º ANDAR - Conjuntos 101 e 102;REPÚBLICA;São Paulo;SP;1037001.0;11.0;35243100.0;;safelife@safelife.com.br;NILSON LANA MACHADO FILHO;ADMINISTRADOR;4.0;2012-03-14;
423815.0;51212821000122.0;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;PLANO SAGRADA SAUDE;Medicina de Grupo;Av Minas Gerais;90;loja 11;Miranda;Araguari;MG;38444128.0;;;;diretoriaadm@sagradasaude.com.br;PEDRO HENRIQUE OLIVEIRA ASCENCAO;Diretor Jurídico;;2024-01-02;
419567.0;19663787000108.0;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;CALçADA ALDEBARã;153;2º ANDAR, Sl 22, PARTE, CENTRO DE APOIO ;ALPHAVILLE;Santana de Parnaíba;SP;6541055.0;11.0;31275400.0;31275443.0;LUCIANO@MEZZOPLANEJAMENTO.COM.BR;LUCIANO BASTOS;SóCIO-ADMINISTRADOR;6.0;2014-10-06;
422746.0;40038813000195.0;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;Av Dr José Bonifácio Coutinho Nogueira;150;Térreo;Jd. Madalena;Campinas;SP;13091611.0;19.0;981572304.0;;adilson@salusmedsaude.com.br;JOSÉ ADILSON BONATTO;Diretor;6.0;2021-05-11;
422860.0;41397957000109.0;SALUTY ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;Avenida Ator José Wilker;605;bloco B - Sala 659;Jacarepaguá;Rio de Janeiro;RJ;22775024.0;;;;leonardo@unimedicasaude.com;PABLO DAMIAO DA SILVA SANTOS;SÓCIO ADMINISTRADOR;6.0;2021-06-14;
424421.0;58324562000170.0;SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA;SALVE SAÚDE;Administradora de Benefícios;Rua do Rosário;01;5º Andar;Centro;Rio de Janeiro;RJ;20041003.0;21.0;22112043.0;;paulo@salvesaude.com.br;PAULO ROBERTO GONZAGA CAMPOS;ADMINISTRADOR;;2025-03-24;
415901.0;41369935000127.0;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;SAME;Medicina de Grupo;RODOVIA 222 - KM 02;S/N;;JARDIM AMÉRICA;Açailândia;MA;65930000.0;99.0;35381750.0;35381038.0;samemedicina19@gmail.com;FRANCISCO DE ASSIS BANDEIRA;REPRESENTANTE JUNTO A ANS;6.0;2007-01-29;
335614.0;31466949000105.0;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;MEDSENIOR;Medicina de Grupo;RUA PEDRO FONSECA;170;;MONTE BELO;Vitória;ES;29053280.0;27.0;30255505.0;;samedil@medsenior.com.br;MAELY GUILHERME BOTELHO COELHO FILHO;DIRETOR ADMINISTRATIVO FINANCEIRO;4.0;1998-12-30;
367095.0;84537141000138.0;SAMEL PLANO DE SAÚDE LTDA;SAMEL;Medicina de Grupo;RUA JOAQUIM NABUCO;1666;;CENTRO;Manaus;AM;69020031.0;92.0;21292200.0;21292256.0;contabilidade@samel.com.br;LUÍS ALBERTO SALDANHA NICOLAU;DIRETOR EXECUTIVO;5.0;1998-12-29;
422398.0;36567721000125.0;SAMI ASSISTÊNCIA MÉDICA LTDA;;Medicina de Grupo;ALAMEDA VICENTE PINZON;54;SALAS 11A E 11 B;VILA OLIMPIA;São Paulo;SP;4547130.0;11.0;993645067.0;;nadja.ferreira@samisaude.com;NADJA ARAUJO FERREIRA;GERENTE;4.0;2020-09-10;
340162.0;42425561000182.0;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;SAMIG SAÚDE ;Medicina de Grupo;Estrada do Dendê;563;Tauá;ILHA DO GOVERNADOR;Rio de Janeiro;RJ;21920000.0;21.0;33839444.0;;regulacao.ans@samig.com.br;ANDERSON DA SILVA MARQUES;Sócio Administrador;4.0;1998-12-28;
343676.0;33721226000130.0;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;SAMOC;Medicina de Grupo;RUA SILVIO ROMERO;37;;SANTA TEREZA;Rio de Janeiro;RJ;20230100.0;21.0;25088395.0;25088395.0;samoc@samoc.com.br;JOSE ROBERTO SCAF;DIRETOR GERAL;4.0;1998-12-17;
342033.0;2403281000159.0;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;SAMP;Medicina de Grupo;RUA PADRE ANTONIO RIBEIRO PINTO;195;SALAS 301,401 A 406 ED. GUIZZARDI CENTER;PRAIA DO SUÁ;Vitória;ES;29052290.0;27.0;33349000.0;33258288.0;assessoriajuridica@samp.com.br;FÁBIO MINAMISAWA HIROTA;REPRESENTANTE;3.0;1998-12-22;
408522.0;24729097000136.0;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;SASC SANTA CASA DE SAÚDE COMPLEMENTAR;Filantropia;AVENIDA TIRADENTES;389;;CENTRO;São João del Rei;MG;36307346.0;3.0;233792000.0;233792051.0;ass.adm.santacasa@gmail.com;AGOSTINHO SIMOES COELHO;PROVEDOR;6.0;1999-09-23;
421197.0;8225953000160.0;SANTA CASA DE MAUÁ SAÚDE;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo;AVENIDA DOM JOSÉ GASPAR;168;;MATRIZ;Mauá;SP;9370670.0;11.0;55554643.0;;superintendencia@santacasamaua.org.br;HARRY HORST WALENDY FILHO;PRESIDENTE;5.0;2018-03-18;
345091.0;59849182000112.0;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia;RUA PIRATININGA;1221;;CENTRO;São Joaquim da Barra;SP;14600000.0;16.0;38104000.0;38104022.0;jadestro@netsite.com.br;ANTONIO LUIS SOARES;PROVEDOR;5.0;1998-12-24;
353264.0;59901454000186.0;SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE;SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL S;Filantropia;RUA CEL ALIPIO DIAS;620;;CENTRO;São José do Rio Pardo;SP;13720000.0;19.0;36084000.0;36082000.0;adm@savisa.com.br;EDSON ROBERTO FURLAN;PROVEDOR;6.0;1998-12-31;
342807.0;21575709000195.0;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;Filantropia;AV. BARÃO DO RIO BRANCO;3353;;PASSOS;Juiz de Fora;MG;36021630.0;32.0;32292239.0;32162557.0;santacasa@santacasajf.org.br;JOSÉ SEBASTIÃO PEDROSA;PRESIDENTE DO CONS ADM.;5.0;1998-12-22;
306045.0;72547623000190.0;SANTA CASA DE MISERICÓRDIA DE TUPÃ;PLANO SANTA CASA SAUDE DE TUPÃ;Filantropia;RUA MANOEL FERREIRA DAMIÃO;426;;VILA ABARCA;Tupã;SP;17601901.0;14.0;34045555.0;;administrador@santacasatupa.org.br;CLAUDINES LUCHI ARROYO;PROVEDOR;5.0;1998-12-28;
330116.0;72957814000120.0;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;SANSAÚDE;Filantropia;RUA MINAS GERAIS;3051;;SANTA ELISA;Votuporanga;SP;15500000.0;17.0;34059133.0;34059133.0;adm@sansaude.com.br;AMARO RICARDO QUEIROZ RODERO;Provedor;6.0;1998-12-22;
344915.0;44945962000199.0;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SAÚDE;Filantropia;AV DR. MANOEL FURTADO;235;;CENTRO;Batatais;SP;14300000.0;16.0;36601444.0;36601515.0;planosaude@santacasabatatais.com.br;MARIA HELENA NORI BOMBONATO;PROVEDORA;5.0;1998-12-28;
422762.0;55990451000105.0;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;;Filantropia;RUA TIBIRIÇA;1172;;CENTRO;Ribeirão Preto;SP;14010090.0;16.0;39775501.0;;ans@beneribeiraopreto.com;RICARDO MARQUES;DIRETOR PRESIDENTE;5.0;2021-05-24;
420085.0;23053901000147.0;SANTA CASA DE SAÚDE - SCS;SCS;Medicina de Grupo;AVENIDA CEZAR HILAL;391;;BENTO FERREIRA;Vitória;ES;29050657.0;;;;ans@santacasadesaude.com;MARIA DA PENHA RODRIGUES D'AVILA;PROVEDORA;5.0;2016-03-30;
355097.0;43293604000186.0;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;SANTA HELENA SAÚDE;Medicina de Grupo;RUA BERING;114;;JARDIM DO MAR;São Bernardo do Campo;SP;9750510.0;11.0;43481111.0;43376808.0;marli.mendes@sham.com.br;ALEXANDRE GINO CAMARGO ZORNIG;Diretor;5.0;1998-12-18;
400190.0;2282844000106.0;SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.;MEDICAL HEALTH;Medicina de Grupo;RUA DAS FIGUEIRAS;501;;CAMPESTRE;Santo André;SP;9080370.0;11.0;28987000.0;28987000.0;diretoria@medicalhealth.com.br;MARCELO JOSÉ ISSA;REPRESENTANTE JUNTO À ANS;4.0;1999-02-08;
421758.0;32206950000163.0;SANUS PLANOS ODONTOLÓGICOS LTDA;SANUS PLANOS ODONTOLÓGICOS ;Administradora de Benefícios;AVENIDA NOSSA SENHORA DA PENHA;595;SALA 1108 TORRE I;SANTA LUCIA;Vitória;ES;29056245.0;;;;atendimento@vixmed.adm.br;ANTONIO CARLOS GOMES;ADMINISTRADOR;3.0;2019-04-08;
423106.0;40037284000105.0;SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA;;Medicina de Grupo;Avenida Antônio Carlos Magalhães;3244.0;Empresarial Thomé de Souza Sala 606;Caminho das Arvores;Salvador;BA;41820000.0;71.0;35617567.0;;diretoria.medica@novoplanosaude.com.br;PATRICIA BRANDAO PANTOJA LINS;Sócio administrador;;2021-12-02;
409243.0;3424929000136.0;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;Autogestão;RUA JERÔNIMO COELHO;212;2º ANDAR;CENTRO;Porto Alegre;RS;90010240.0;51.0;30924800.0;;saudepas@saudepas.com.br;LUIZ ONOFRE MACHADO MEIRA;PRESIDENTE;4.0;1999-10-21;
424145.0;54698763000187.0;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;SAUDE VIVA ADM;Administradora de Benefícios;AV IPIRANGA;313;10 ANDAR SL 04;REPUBLICA;São Paulo;SP;1046010.0;11.0;970794640.0;;MURILO.AZALI@MAZALICONSULTORIA.COM.BR;MURILO APARECIDO AZALI;SOCIO ADMINISTRADOR;;2024-06-24;
423645.0;49481538000154.0;SAUDIA ASSISTENCIA MÉDICA LTDA;NEXASAUDE;Medicina de Grupo;AVENIDA JOÃO PINHEIRO;639;2º ANDAR;CENTRO;Uberlândia;MG;38400126.0;34.0;32396995.0;;grc@uniparticipacoes.com.br;LIVIA MENDES DE PAULA;DIRETORA SUPERINTENDENTE;;2023-10-30;
421154.0;28633372000174.0;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SAÚDE BRASIL;Medicina de Grupo;AL MAMORE;535;ESCRITÓRIO 1110 , 11º ANDAR ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454040.0;71.0;91353997.0;;ceo@opsaudebrasil.com.br;JANAINA ARAUJO MASCARENHAS DA SILVA;SÓCIA-ADMINISTRADORA;6.0;2018-03-18;
414310.0;4859814000137.0;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;SAÚDE BRB;Autogestão;SETOR DE AUTARQUIAS NORTE ;QUADRA 5;LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP;ASA NORTE;Brasília;DF;70040250.0;61.0;33251666.0;30359440.0;diretorsuperintendente@saudebrb.com.br;ELIANE DE FÁTIMA MONTEIRO;DIRETORA SUPERINTENDENTE;4.0;2002-05-07;
423394.0;21164436000196.0;SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;Rua Francisco de Assis;555;Apto 301;Recreio Dos Bandeirantes;Rio de Janeiro;RJ;22790530.0;34.0;98636348.0;;contato@admpersona.com.br;CAMILA SANTOS RODRIGUES;Administradora;6.0;2022-11-21;
414930.0;5029064000139.0;SAÚDE SANTA TEREZA LTDA.;;Medicina de Grupo;RUA JOSÉ PAULINO;1248;ANDAR 8 CONJUNTO 08;CENTRO;Campinas;SP;13013001.0;19.0;37334330.0;37334332.0;ggprado@terra.com.br;GUILHERME DE MEDEIROS PRADO;DIRETOR;5.0;2004-08-17;
412058.0;3977587000181.0;SBC SAÚDE LTDA.;SBC SAÚDE ;Medicina de Grupo;RUA BLUMENAU;354;;VILA LEOPOLDINA;São Paulo;SP;5319020.0;11.0;26598730.0;;sbc@saudesbc.com.br;OSWALDO MASSUO AKIMOTO ;SÓCIO-ADMINISTRADOR;4.0;2000-08-29;
421634.0;28953753000130.0;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;ESTRADA INTENDENTE MAGALHÃES;476;;OSWALDO CRUZ;Rio de Janeiro;RJ;21331720.0;21.0;24531545.0;;operadora@sdmoperadora.com.br;LISLEY DOS REIS PAULO;ADMINISTRADORA;4.0;2019-03-11;
358053.0;37035441000139.0;SELECT OPERADORA DE PLANO DE SAUDE LTDA;SELECT;Medicina de Grupo;RUA 9A;304;QD 18A LT 09;SETOR AEROPORTO;Goiânia;GO;74075250.0;62.0;32242808.0;32125833.0;planmed@planmed.com.br;AUGUSTO CESAR RAMOS DE ARAUJO;SOCIO/ADMINISTRADOR;5.0;1998-12-30;
414654.0;4222235000189.0;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;SEMPRE ODONTO;Odontologia de Grupo;RUA EVARISTO DA VEIGA;55;SALAS 2401 A 2407;CENTRO;Rio de Janeiro;RJ;20031040.0;21.0;22726200.0;;eliseu@sempreodonto.com.br;ELISEU BATISTA DOS SANTOS;SÓCIO;4.0;2003-10-10;
407224.0;3219363000100.0;SEPACO SAÚDE LTDA;SEPACO SAUDE;Medicina de Grupo;RUA VERGUEIRO;4210;1º ANDAR;VILA MARIANA;São Paulo;SP;4102900.0;11.0;21824676.0;21824677.0;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;ADMINISTRADORA;4.0;1999-08-11;
303739.0;64924095000112.0;SERMED-SAÚDE LTDA.;;Medicina de Grupo;Rua Dr. Olidair Ambrósio;1636;;Centro;Sertãozinho;SP;14160170.0;16.0;39451212.0;;legislacao@sermedsaude.com.br;MANOEL RUBENS PORTO FILHO;DIRETOR FINANCEIRO;5.0;1998-12-16;
424188.0;50565317000143.0;SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS;IPASGO SAÚDE;Autogestão;Av. Primeira Radial;586;;Set Pedro Ludovico;Goiânia;GO;74820300.0;62.0;32382662.0;;presidencia@ipasgo.go.gov.br;BRUNO MAGALHÃES D¿ABADIA;Presidente;;2024-10-01;
414701.0;5774975000190.0;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SERVDONTO;Odontologia de Grupo;RUA CEDRO;202;LOJA 01;SÃO JOSÉ;Aracaju;SE;49020170.0;;;;informatica@servdonto.com.br;HELCIO CASTRO PEREIRA;DIRETOR;2.0;2003-10-31;
417602.0;10495931000161.0;SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA;SERVIX;Administradora de Benefícios;QUADRA CSG;13;LOTES 17,18 E 19 TERREO;TAGUATINGA;Brasília;DF;72035513.0;61.0;32989000.0;;pedro.lima@servixsaude.com.br;IVONETE PIRES DE MORAIS ALECRIM;Representante;4.0;2010-11-04;
324710.0;2422484000192.0;SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.;SAOS;Odontologia de Grupo;RUA SÃO BENTO;347;1º ANDAR;CENTRO;Sorocaba;SP;18010030.0;11.0;40292699.0;;financeiro@saos.com.br;CARLOS EUGÊNIO PORTO BRAGA;SOCIO ADMINISTRADOR;6.0;1998-12-21;
345474.0;33683111000107.0;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);SERPRO;Autogestão;"SGAN QUADRA 601 - MÓDULO ""V"" - 1º ANDAR ";601;;ASA NORTE;Brasília;DF;70836900.0;61.0;20218402.0;20217768.0;geoffrey.cordeiro@serpro.gov.br;TIAGO VIANA BASTOS;REPRESENTANTE;1.0;1998-12-22;
420077.0;60961422000155.0;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SEPACO;Autogestão;RUA VERGUEIRO;4210;;VILA MARIANA;São Paulo;SP;4102900.0;11.0;21824444.0;55739804.0;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;SUPERINTENDENTE GERAL;4.0;2016-02-22;
423874.0;50156888000124.0;SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA;SF SAÚDE ODONTOMAIS;Odontologia de Grupo;RUA MINAS GERAIS;82;;ILHA DO LEITE;Recife;PE;50070400.0;81.0;30105505.0;;administracao@sfodontomais.com.br;RINALDO SOUTO GOMES ÁLVARO DA COSTA;PRESIDENTE EXECUTIVO SÊNI;;2024-01-08;
422371.0;2753398000162.0;SF SISTEMAS DE SAÚDE LTDA;;Medicina de Grupo;ALAMEDA RIO NEGRO;877;CJ 206 T B ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454000.0;11.0;46156692.0;;leandro.colozzi@sagradafamiliasaude.com.br;JOSÉ AUGUSTO CAVALCANTI MELO;SÓCIO ADMINISTRADOR E RES;4.0;2020-09-03;
356476.0;79831608000118.0;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;SIM;Autogestão;RUA VINTE E QUATRO DE ABRIL;2977;SLJ CENTRO EXECUTIVO PALHOÇA;CENTRO;Palhoça;SC;88131030.0;48.0;32169200.0;;sim@simplanodesaude.com.br;ALFEU LUIZ ABREU;DIRETOR EXECUTIVO;6.0;1998-12-21;
422738.0;39241118000147.0;SIMPLES VR SAÚDE LTDA;SIMPLES VR SAÚDE LTDA;Medicina de Grupo;Rua 33;80;Sala 801;Vila Santa Cecília;Volta Redonda;RJ;27260010.0;24.0;21027007.0;;exata.ctb@gmail.com;ELAINE DE FATIMA NOGUEIRA;AdministradorA;;2021-05-19;
361011.0;3657699000155.0;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;SINDIFISCO NACIONAL;Autogestão;SDS CONJUNTO BARACAT, 1º ANDAR SALAS 1 A;11;;ASA SUL;Brasília;DF;70392900.0;61.0;21035205.0;;saude@unafiscosaude.org.br;ADRIANO LIMA CORRÊA;DIRETOR DE PLANO DE SAÚDE;4.0;1998-12-28;
